targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
NGC4536,1808,NGC4536,25,"('188.61271', '2.18814')","('188.61271', '2.18814')",2.0,2.0,179.96633842111865,161.04141082342767,0.0,x,2103.0,1808.0,0.0,14.9,x,29.6,15.4,59.0,95.0,x,455.15,.SXT4..,0.63,130.0,SAB(rs)bc;HII_Sbrst,SAB(rs)bc;HII_Sbrst,0.006031
NGC4536,1808,NGC4533,25,"('188.61271', '2.18814')","('188.59175', '2.32536')",1.4486156626603734,1.069432949700105,140.61107818714572,94.17931301512026,69.87023695720174,x,2048.0,1753.0,-55.0,28.84,x,20.7,2.9,82.0,161.0,10.3,125.36,.SA.7*/,0.63,161.0,SAd:_sp_HII,SAd:_sp_HII,0.005847
NGC4536,1808,NGC4527,25,"('188.61271', '2.18814')","('188.53509', '2.65366')",1.2273217197798933,1.1668635256202602,187.03616663496922,175.11224114835605,112.02090049340956,x,2031.0,1736.0,-72.0,13.6,x,31.3,10.7,70.0,70.0,79.5,369.96,.SXS4..,0.63,67.0,SAB(s)bc;HII_LINER,SAB(s)bc;HII_LINER,0.005791
NGC4536,1808,PGC041802,25,"('188.61271', '2.18814')","('188.56157', '2.29625')",0.05653247022663852,9.997186142825592e-68,36.228855835915674,4.938522046118656,61.338567629959435,x,2087.0,1792.0,-16.0,29.39,x,2.9,2.2,42.0,65.0,89.7,-99.99,x,0.63,-99,dE3,dE3,0.005979
NGC4536,1808,GEMSNGC4636:[KFB2009]16,25,"('188.61271', '2.18814')","('188.15215', '2.66152')",0.005840357673423102,2.665800239727774e-12,97.07824255240514,42.08991565684113,216.61587186868422,x,2022.0,1727.0,-81.0,18.8,x,12.1,1.2,84.0,36.0,80.2,137.45,.S..7./,0.63,36.0,Sd(f)_HII,Sd(f)_HII,0.005761
NGC4536,1808,PGC041840,25,"('188.61271', '2.18814')","('188.64575', '2.56883')",0.0022137875318313308,9.623045330702276e-82,46.00667649591621,8.3018672598398,113.37682851894617,x,2143.0,1848.0,40.0,17.0,x,4.1,2.4,55.0,151.0,34.0,30.77,       ,0.63,-99,BCD,BCD,0.006164
NGC4536,1808,NGC4496,25,"('188.61271', '2.18814')","('187.91667', '3.93278')",1.7920197011461435e-07,1.3201818423764117e-27,109.46369894996593,54.644157967709596,429.37863003399366,x,2027.0,1731.0,-77.0,13.1,x,14.4,10.8,41.0,70.0,88.3,-99.99,x,0.63,-99,SBc,SBc,0.005774
NGC4536,1808,PGC041631,25,"('188.61271', '2.18814')","('188.21403', '2.62973')",3.901931343092049e-10,0.0,37.934954608957455,5.458113227114293,176.45047384060507,x,2069.0,1774.0,-34.0,17.0,x,3.1,1.9,52.0,39.0,81.1,22.81,       ,0.63,-99,BCD:,BCD:,0.005917
NGC4536,1808,UGC07612,25,"('188.61271', '2.18814')","('187.25892', '2.72319')",2.7605319438358217e-10,3.808687880704387e-73,81.55643225270019,28.81985426750108,370.6396874499715,x,1870.0,1575.0,-233.0,14.6,x,9.4,4.7,60.0,145.0,33.4,128.28,.S..9*.,0.63,145.0,Sm:_HII,Sm:_HII,0.005254
NGC4536,1808,PGC041700,25,"('188.61271', '2.18814')","('188.33653', '1.52174')",1.3711610755546194e-12,2.3183250013888353e-150,66.54533988759152,18.520259177452136,343.4328738548128,x,1937.0,1643.0,-165.0,27.28,x,7.0,2.4,70.0,179.0,23.5,-99.99,.S..7?/,0.63,-99,Sd?_sp,Sd?_sp,0.00548
NGC4536,1808,SDSSJ123414.93+021747.3,25,"('188.61271', '2.18814')","('188.56225', '2.29647')",1.1358670719697471e-18,0.0,9.234670285617243,0.2529822128134704,59.22746004441559,x,2017.0,1722.0,-86.0,28.4,x,0.4,0.3,26.0,125.0,30.0,-99.99,x,0.63,-99,x,x,0.005745
NGC4536,1808,NGC4385,25,"('188.61271', '2.18814')","('186.42835', '0.57262')",7.273480291328463e-24,0.0,52.75811898352246,11.180339887498949,374.9993037525794,x,2433.0,2140.0,332.0,7.91,x,5.0,2.3,63.0,100.0,46.5,131.27,.LBT+*.,0.63,82.0,SB(rs)0+:;HII_Sbrst,SB(rs)0+:;HII_Sbrst,0.007138
NGC4536,1808,UGC07512,25,"('188.61271', '2.18814')","('186.42223', '2.15898')",8.796985841582876e-38,0.0,44.44619413241409,7.701882886671284,404.9938560217085,x,1800.0,1505.0,-303.0,10.6,x,3.9,1.4,69.0,130.0,40.8,75.54,.IBS9..,0.63,130.0,ImIV,ImIV,0.00502
NGC4536,1808,SDSSJ123407.98+023910.6,25,"('188.61271', '2.18814')","('188.53325', '2.65297')",8.780187208920199e-58,0.0,19.70765993782143,1.3145341380123985,225.3451886338934,x,1944.0,1649.0,-159.0,27.38,x,1.2,1.1,16.0,124.0,46.3,-99.99,x,0.63,-99,x,x,0.0055
NGC4536,1808,SDSSJ123251.25+023740.8,25,"('188.61271', '2.18814')","('188.21358', '2.628')",1.913301783318813e-177,0.0,14.898141370053176,0.7155417527999328,300.50711913982656,x,2059.0,1764.0,-44.0,29.0,x,0.8,0.7,28.0,107.0,30.8,-99.99,x,0.63,-99,x,x,0.005884
NGC4536,1808,SDSSJ123236.13+023932.2,25,"('188.61271', '2.18814')","('188.15058', '2.65897')",2.428022081691366e-279,0.0,13.586814548942638,0.5856620185738528,344.1312859033795,x,2123.0,1828.0,20.0,29.9,x,0.7,0.7,16.0,58.0,77.6,-99.99,x,0.63,-99,x,x,0.006099
NGC4536,1808,SDSSJ123246.60+013408.1,25,"('188.61271', '2.18814')","('188.19417', '1.56894')",0.0,0.0,9.234670285617243,0.2529822128134704,336.48641604751407,x,1832.0,1538.0,-270.0,25.8,x,0.4,0.4,24.0,108.0,74.0,-99.99,x,0.63,-99,x,x,0.005131
NGC4536,1808,GEMSNGC4636:[KFB2009]09,25,"('188.61271', '2.18814')","('189.17533', '3.10839')",0.0,0.0,7.572053359925451,0.1643167672515498,460.14383829421,x,1736.0,1441.0,-367.0,24.45,x,0.3,0.1,80.0,48.0,16.6,101.89,.S..8*.,0.63,48.0,Sdm:,Sdm:,0.004807
NGC4536,1808,[YWP2010]J188.336+01.523,25,"('188.61271', '2.18814')","('188.336', '1.523')",-99.99,-99.99,-99.99,-99.99,342.9753326912605,x,1937.0,1643.0,-165.0,27.28,x,-99.99,-99.99,-99,-99,58.4,-99.99,x,0.63,-99,x,x,0.00548
NGC4536,1808,[YWP2010]J188.216+02.629,25,"('188.61271', '2.18814')","('188.216', '2.629')",-99.99,-99.99,-99.99,-99.99,301.5112225483972,x,2069.0,1774.0,-34.0,29.14,x,-99.99,-99.99,-99,-99,57.0,-99.99,x,0.63,-99,x,x,0.005917
NGC4536,1808,[YWP2010]J188.154+02.664,25,"('188.61271', '2.18814')","('188.154', '2.664')",-99.99,-99.99,-99.99,-99.99,328.39709080320074,x,2022.0,1727.0,-81.0,28.48,x,-99.99,-99.99,-99,-99,55.1,-99.99,x,0.63,-99,x,x,0.005761
NGC4536,1808,VCCA108,25,"('188.61271', '2.18814')","('188.77875', '2.51417')",-99.99,-99.99,-99.99,-99.99,178.64159293721062,x,1987.0,1692.0,-116.0,27.98,x,-99.99,-99.99,-99,-99,54.0,-99.99,x,0.63,-99,x,x,0.005644
NGC4536,1808,GEMSNGC4636:[KFB2009]19,25,"('188.61271', '2.18814')","('189.37125', '4.75142')",-99.99,-99.99,-99.99,-99.99,336.3339247204799,x,1935.0,1638.0,-170.0,7.21,x,-99.99,-99.99,-99,-99,64.5,-99.99,x,0.63,-99,dE,dE,0.005464
NGC4536,1808,2PIGGNGPGALB+3.28080+0.04297,25,"('188.61271', '2.18814')","('188.61496', '2.18647')",-99.99,-99.99,-99.99,-99.99,1.3408506787780339,x,1944.0,1649.0,-159.0,27.37,x,-99.99,-99.99,-99,-99,44.3,-99.99,x,0.63,-99,x,x,0.0055
NGC4536,1808,2PIGGNGPGALB+3.27344+0.03219,25,"('188.61271', '2.18814')","('188.19354', '1.56867')",-99.99,-99.99,-99.99,-99.99,335.0492794214613,x,1823.0,1529.0,-279.0,25.67,x,-99.99,-99.99,-99,-99,46.9,-99.99,x,0.63,-99,x,x,0.0051
